company_name,stock_code,matched_keyword,source_section,start_position,end_position,candidate_text_path,status,error_message
芜湖三联锻造股份有限公司,001282,投资者,十三、本次募集资金到位当年发行人即期回报被摊薄情况说明及董事、高级管理人员履行填补回报措施的承诺|（一）财务报告审计截止日后主要财务信息|（三）公司应对本次发行摊薄即期回报采取的措施|（二）财务报告审计截止日后经营情况|（四）公司控股股东、实际控制人以及董事、高级管理人员对公司本次发行摊薄即期回报采取填补措施的承诺,175171,185010,outputs\week1_candidate_texts\MB001_001282_candidate.txt,success,
芜湖三联锻造股份有限公司,001282,主要股东|入股|历史沿革|发行人基本情况|合伙企业|员工持股平台|投资者|持股比例|股份锁定|退出,1、公司与控股股东、实际控制人及其控制的其他企业不存在同业竞争|1、关于稳定公司股价的措施|1、发行人承诺|1、填补被摊薄即期回报的措施|2、公司控股股东、实际控制人对公司本次发行摊薄即期回报采取填补措施的承诺|2、公司控股股东、实际控制人承诺|2、发行人控股股东、实际控制人孙国敏承诺|3、公司股东高新同华、三联合伙针对股东信息披露作出承诺如下|3、公司董事、高级管理人员对公司本次发行摊薄即期回报采取填补措施的承诺|3、公司董事、高级管理人员承诺|3、发行人股东高新同华承诺|3、董事、监事、高级管理人员承诺|4、保荐机构和主承销商承诺|4、制定规划的周期及决策程序|4、发行人股东三联合伙承诺|5、发行人律师承诺|6、发行人审计机构承诺|①|①历史沿革|七、与|七、与投资者保护相关的承诺|三、本次发行前滚存利润的分配安排|六、落实|第九节|（1）公司关于未履行公开承诺的约束措施的承诺|（1）发行人控股股东、实际控制人孙国奉、张一衡、孙国敏、孙仁豪承诺|（1）启动稳定股价措施的实施条件|（2）持有公司 5%以上股份的|（2）控股股东、实际控制人关于未履行公开承诺的约束措施的承诺|（3）公司股东高新同华、三联合伙关于未履行公开承诺的约束措施的承诺|（4）严格执行公司的分红政策，保障公司股东利益回报|（4）董事、监事、高级管理人员未履行公开承诺的约束措施的承诺|（5）未履行承诺的约束措施|（6）其他方式|（一）控股股东、实际控制人及持股 5%以上股东|（一）股利分配的一般政策|（三）公司董事、监事、高级管理人员及其关系密切的家庭成员|（三）发行人因欺诈发行、虚假陈述或者其他重大违法行为给|（三）发行人因欺诈发行、虚假陈述或者其他重大违法行为给投资者造成损失的，发行人控股股东、实际控制人、相关证券公司自愿作出先行赔付|（九）控股股东、实际控制人避免新增同业竞争的承诺|（二）控股股东及实际控制人作出的避免同业竞争的承诺|（五）规范并减少关联交易的措施|（四）股份回购和股份买回的措施和承诺,192023,239535,outputs\week1_candidate_texts\MB001_001282_candidate.txt,success,
芜湖三联锻造股份有限公司,001282,估值|出资|增资|股本演变|股权结构|股权转让,（1）收购过程|（2）温州三联及三连零部件|（2）温州三联及三连零部件股本演变概况|（2）黄山联鑫|（2）黄山联鑫股本演变情况,242765,252578,outputs\week1_candidate_texts\MB001_001282_candidate.txt,success,
芜湖三联锻造股份有限公司,001282,投资者,一、本次发行有关的备查文件|二、查阅地点、时间,254566,258194,outputs\week1_candidate_texts\MB001_001282_candidate.txt,success,
上海友升铝业股份有限公司,603418,主要股东|出资|发行人基本情况|发行人股本情况|投资者|股份锁定|股权结构|认购,1、战略配售数量|2、战略配售对象|5、限售期限|发行人声明|目 录|第二节 概览|致|（2）参与规模和具体情况|（一）特别风险提示|（三）本次发行后公司的利润分配政策|（二）公司通过上市创造社会价值|（二）本次发行相关主体作出的重要承诺|（四）业绩下滑情形相关承诺,0,13636,outputs\week1_candidate_texts\MB002_603418_candidate.txt,success,
上海友升铝业股份有限公司,603418,主要股东|估值|入股|出资|创业投资|历史沿革|发行人基本情况|发行人股本情况|员工持股平台|增资|外部投资者|对赌|投资者|持股比例|股东情况|股份锁定|股权结构|股权转让|认购|认购价格|财务投资者,"1、2018 年 12 月，股份支付的具体情况及会计处理情况|1、实际控制人变更|1、报告期初公司的|1、报告期初公司的股权结构|1、新增股东基本情况|1）安吉璞颉基本情况|1）杉创智至基本情况|1）达晨财汇基本情况|2、2021 年 2 月，股份支付的具体情况及会计处理情况|2、间接持股情况|2）杉晖创业的合伙人及财产份额结构如下：|3、2020 年 9 月，|3、2020 年 9 月，增资至 13,380.00 万元|3、授予日后转让份额时股份支付的处理|3、新增股东|3、新增股东入股原因、|3、新增股东入股原因、入股价格及定价依据|4、2022 年 12 月，|4、2022 年 12 月，增资至 14,480.1333 万元|七、持有发行人 5%以上股份的|九、|五、发行人的|五、发行人的股权结构|十六、本次发行前发行人已制定或实施的股权激励及相关安排|第三节 风险因素|第四节|（1）代持的基本情况和原因|（1）代持的形成|（1）财投晨源、深圳达晨创程、杭州达晨创程、达晨财智、财智创赢|（1）达晨创联基金|（1）金浦临港基金|（2）代持的解除|（2）共青城泽升的|（2）共青城泽升的出资结构|（2）财投晨源|（2）金浦科创基金|（3）深圳达晨创程|（3）股权代持解除|（4）杭州达晨创程|（5）达晨财智|（6）财智创赢|（一）|（一）员工持股平台的基本情况及人员构成|（一）有限责任公司的设立情况|（一）董事会成员|（七）本次发行前各股东间的关联关系、一致行动关系及关联股东的各自|（七）本次发行前各股东间的关联关系、一致行动关系及关联股东的各自持股比例|（二）|（二）其他持股 5%以上|（二）本次发行前的前十名股东|（二）股份有限公司的设立情况|（二）股份锁定期等有关情况|（五）发行人|（六）发行人设立时存在部分实缴|（六）发行人设立时存在部分实缴出资超期的情况|（四）发行人与股东之间的特殊权益安排及解除情况",15208,51832,outputs\week1_candidate_texts\MB002_603418_candidate.txt,success,
上海友升铝业股份有限公司,603418,投资者,第六节 财务会计信息与管理层分析,88497,94497,outputs\week1_candidate_texts\MB002_603418_candidate.txt,success,
上海友升铝业股份有限公司,603418,发行人基本情况,⑤股份支付,125035,131035,outputs\week1_candidate_texts\MB002_603418_candidate.txt,success,
上海友升铝业股份有限公司,603418,增资,3、筹资活动现金流量分析,146267,152267,outputs\week1_candidate_texts\MB002_603418_candidate.txt,success,
上海友升铝业股份有限公司,603418,投资者,1、经营目标及发展规划|6、融资计划|（二）关于避免同业竞争的承诺,156458,169042,outputs\week1_candidate_texts\MB002_603418_candidate.txt,success,
上海友升铝业股份有限公司,603418,估值|入股|历史沿革|增资|投资者|持股比例|股权结构,1、上市后三年内现金分红等利润分配计划|1、公司长期回报规划的内容|1、利润分配原则|1、本次发行的保荐人承诺|2、利润分配计划制定的依据|2、本次发行的律师事务所承诺|2、规划制定时的主要考虑因素|3、本次发行的会计师事务所承诺|4、本次发行的资产评估机构承诺|“（一）稳定公司股价预案启动情形|一、信息披露及|一、信息披露及投资者关系的负责部门和人员|一、发行人|一、备查文件|三、有关现金分红的股利分配政策、决策程序及监督机制|二、备查时间和地点|二、本次发行前后股份分配政策的差异情况|二、股利分配政策|十、规范及减少关联交易的措施|十二、关于股东信息披露的承诺|第九节|附录一：与|附录二：落实|（1）发行人经营发展规划|（2）股东回报|（一）发行人依法承担赔偿或赔偿责任的承诺|（一）发行人关于利润分配政策的承诺|（一）发行人关于填补被摊薄即期回报的承诺|（一）发行人关于未履行承诺时的约束措施的承诺|（一）发行人关于股份回购和股份购回的措施和承诺|（一）控股股东所持股份的限售安排、自愿锁定、持股及减持意向的承诺|（一）董事会秘书制度建立健全情况|（三）|（三）发行人实际控制人关于填补被摊薄即期回报的承诺|（三）实际控制人依法承担赔偿或赔偿责任的承诺|（三）实际控制人关于未履行承诺时的约束措施的承诺|（三）实际控制人关于股份回购和股份购回的措施和承诺|（三）持股比例超过 5%的股东所持股份的限售安排、自愿锁定、持股及减持意向的承诺|（三）未来开展|（三）未来开展投资者关系管理的规划|（二）|（二）中小|（二）中小投资者单独计票机制|（二）发行人控股股东关于填补被摊薄即期回报的承诺|（二）实际控制人所持股份的限售安排、自愿锁定、持股及减持意向的承诺|（二）投资者沟通渠道的建立情况|（二）持股及减持意向的承诺|（二）控股股东依法承担赔偿或赔偿责任的承诺|（二）控股股东关于未履行承诺时的约束措施的承诺|（二）控股股东关于股份回购和股份购回的措施和承诺|（五）|（五）持股比例超过 5%的股东关于未履行承诺时的约束措施的承诺|（五）监事间接股东所持股份的限售安排、自愿锁定、持股及减持意向的承诺|（四）|（四）作为董事、高级管理人员的股东所持股份的限售安排、自愿锁定、持股及减持意向的承诺|（四）发行人董事、监事、高级管理人员依法承担赔偿或赔偿责任的承诺|（四）发行人董事、高级管理人员关于填补被摊薄即期回报的承诺|（四）征集投票权的相关机制|（四）持股比例超过 5%的股东关于减少及规范关联交易的承诺|（四）董事、监事、高级管理人员关于未履行承诺时的约束措施的承诺,174985,224606,outputs\week1_candidate_texts\MB002_603418_candidate.txt,success,
苏州赛分科技股份有限公司,688758,主要股东|估值|入股|出资|创业投资|发行人基本情况|合伙企业|员工持股平台|增资|投资者|持股比例|股东情况|股份锁定|股权结构|股权转让|认购,10、盈利预测及业绩预计风险|1、控股股东与实际控制人|1、苏州贤达|2、2021 年 11 月签署的《股东协议》特殊权利条款的约定|2、2021年 8月，报告期内第二次|2、2021年 8月，报告期内第二次股权转让|2、2024 年度盈利预测报告|2、苏州杰贤|2、高新同华|3、2021 年 11 月签署的《股东协议》约定特殊权利不可撤销地终止并自始无效|3、2021 年 9 月，整体变更为股份公司|3、发行人实际控制人出具的承诺|3、员工持股计划遵循“闭环原则”|4、2021 年 11 月，报告期内第二次|4、2021 年 11 月，报告期内第二次增资|4、配售条件|5、2021 年 12 月，报告期内第三次|5、2021 年 12 月，报告期内第三次增资|5、限售期限|6、2021 年 12 月，报告期内第一次资本公积转增股本|一、发行人上市的目的|一、重大事项提示|七、发行人选择的具体上市标准|六、公司实际控制人及持有公司 5%以上股份的|六、公司实际控制人及持有公司 5%以上股份的主要|十六、董事、监事、高级管理人员、核心技术人员及其近亲属直接或间接持有公司股份的情况|报告期内，公司营业收入及净利润均保|目 录|第三节 风险因素|第二节 概 览|第四节|致|重要声明|（1）报告期内第一次|（1）报告期内第一次股权转让|（2）报告期内第一次|（2）报告期内第一次增资|（2）跟投规模|（一）公司前身赛分有限的设立情况|（一）发行失败风险|（一）本次发行相关主体作出的重要承诺|（一）股权激励安排|（三）其他持有公司 5%以上股份的|（三）其他持有公司 5%以上股份的主要|（三）其他持有公司 5%以上股份的主要股东情况|（三）报告期内的股本和股东变化情况|（三）本次发行前后公司前十名自然人|（三）高级管理人员|（九）金融产品纳入监管情况|（二）利润分配政策及承诺|（二）本次发行前后公司前十名|（二）本次发行前后公司前十名股东情况|（二）股份公司的设立情况|（二）股票价格可能发生较大波动的风险|（五）最近一年公司新增|（六）本次发行前各股东间的关联关系|（十六）实际控制人不当控制的风险|（十四）同行业上市公司相关财务数据可比性不足导致参考性受限的风险|（十）盈利预测及业绩预计风险|（四）核心技术人员|（四）财务报告审计截止日后主要经营情况,0,59820,outputs\week1_candidate_texts\STAR001_688758_candidate.txt,success,
苏州赛分科技股份有限公司,688758,发行人基本情况|投资者,八、公司境外经营情况|第六节 财务会计信息与管理层分析,106542,113065,outputs\week1_candidate_texts\STAR001_688758_candidate.txt,success,
苏州赛分科技股份有限公司,688758,估值,1、|1、估值技术|（九）公允价值计量,120945,127194,outputs\week1_candidate_texts\STAR001_688758_candidate.txt,success,
苏州赛分科技股份有限公司,688758,员工持股平台,（1）管理费用构成分析,160443,166443,outputs\week1_candidate_texts\STAR001_688758_candidate.txt,success,
苏州赛分科技股份有限公司,688758,入股|出资|合伙企业|员工持股平台|增资|投资者|股权转让|认购|退出,1、股份支付总体情况|2、股份支付的具体会计处理|3、股份支付的具体财务影响,169143,177592,outputs\week1_candidate_texts\STAR001_688758_candidate.txt,success,
苏州赛分科技股份有限公司,688758,投资者,1、财务报告审计截止日后的主要经营状况,195165,201165,outputs\week1_candidate_texts\STAR001_688758_candidate.txt,success,
苏州赛分科技股份有限公司,688758,投资者,（一）报告期内公司治理方面存在的缺陷及改进情况,213068,219068,outputs\week1_candidate_texts\STAR001_688758_candidate.txt,success,
苏州赛分科技股份有限公司,688758,估值|入股|出资|投资者|持股比例|股份锁定|股权结构|股权转让|认购,1、公司承诺|1、公司控股股东、实际控制人、董事长、总经理、核心技术人员黄学英|1、公司控股股东、实际控制人黄学英|1、公司治理对于减少关联交易的措施安排|1、利润分配的原则|1、基准测算情形|1、控股股东、实际控制人黄学英|1、法律法规和《公司章程》要求|1、稳定股价的措施|2、利润分配的形式和期间间隔|2、控股股东、实际控制人控制的其他股东苏州杰贤、苏州贤达|2、控股股东、实际控制人黄学英承诺|2、相关责任主体关于规范和减少关联交易承诺|2、重大偶发性关联交易|2、黄学英民生银行股份有限公司转贷|3、发行人股东华泰大健康一号、华泰大健康二号、道兴投资|3、强化|3、强化投资者回报机制|3、持股 5%以上股东华泰大健康一号、华泰大健康二号|3、持股 5%以上股东华泰大健康一号、华泰大健康二号承诺|3、董事、监事及高级管理人员承诺|3、董事及高级管理人员承诺|4、其他持股 5%以上的股东|4、其他持股 5%以上股东|4、发行人保荐机构及主承销商承诺|4、发行人股东夏尔巴二期|5、中介机构承诺|5、公司董事、监事、高级管理人员|5、发行人其他股东|5、发行人律师承诺|6、发行人审计机构承诺|一、本次发行完成前滚存利润的分配安排和已履行的决策程序|七、|八、股东投票机制的建立情况|第九节|（1）公司承诺|（1）基本情况|（1）现金分红的条件|（2）2019 年，美国赛分向肖伟忠、刘冰重新发行股份，但未成功|（2）控股股东、实际控制人黄学英承诺|（一）关于|（一）股东关联客户|（一）股东关联客户持股比例情况|（三）未来开展|（三）未来开展投资者关系管理的规划|（二）|（二）中小|（二）中小投资者单独计票机制|（二）承诺|（二）投资者沟通渠道的建立|（八）利润分配政策的承诺|（四）征集投票权,220912,266540,outputs\week1_candidate_texts\STAR001_688758_candidate.txt,success,
苏州赛分科技股份有限公司,688758,投资者,一、备查文件,269435,272909,outputs\week1_candidate_texts\STAR001_688758_candidate.txt,success,
影石创新科技股份有限公司,688775,主要股东|入股|出资|创业投资|创投|历次增资|合伙企业|员工持股平台|增资|投资者|持股比例|股东情况|股份锁定|股权投资基金|股权结构|股权转让|认购|退出,1、2023 年 3 月，股份公司第一次|1、2023 年 3 月，股份公司第一次股权转让|1、EARN ACE|1、参与规模及对象|1、控股股东的基本情况|1、有限公司设立情况|1、财务报告审计截止日后的主要经营状况|1）公司初始设立并搭建 VIE 架构|1）北京岚锋对深圳岚锋实缴|1）北京岚锋对深圳岚锋实缴出资的资金来源|2、QM101|2、实际控制人|2、实际控制人持股比例较低及公司治理风险|2、控股股东一致行动人的基本情况|2、新增股东的|2、新增股东的入股情况、|2、新增股东的入股情况、入股原因、|2、新增股东的入股情况、入股原因、入股价格及定价依据|2、股份公司设立情况|2）深圳岚锋经营资金的来源说明|3、YEH KUANTAI|3、实际控制人及一致行动人的基本情况|3、岚烽管理|3、新增股东与发行人其他股东、董事、监事、高级管理人员之间的关联关系|3、香港迅雷|4、其他参与战略配售的|4、其他参与战略配售的投资者|4、新增股东与本次发行的中介机构及其负责人、高级管理人员、经办人员之间的关联关系|4、朗玛五号|4、澜烽管理|4、童晨|5、新增股东是否存在股份代持情形|5、朗玛六号|5、澜烽一号|5、配售条件|6、朗玛九号|6、限售期限|7、朗玛十四号|①中金影石1号员工资管计划|一、重大事项提示|三、公司的|五、持有发行人 5%以上股份的|声 明|目 录|第三节 风险因素|第二节 概览|致|（1）2014 年 1 月，设立南京五十岚|（1）知盛投资|（2）2014 年 7 月，设立北京岚锋|（2）2018 年 9 月，终止协议控制关系|（2）山东龙兴|（3）德朴投资|（4）华金创盈|（5）2014 年 8 月，设立香港岚锋|（5）朗玛十四号|（6）2015 年 2 月，设立北京 WFOE|（6）威明投资|（一）|（一）发行失败风险|（一）股权激励相关安排|（一）股权结构|（三）信息引用风险及前瞻性描述风险|（三）公司历次股本验资情况|（二）公司报告期内历次股本变化|（二）公司未来发展规划|（二）其他持有发行人 5%以上股份的股东基本情况|（二）股票价格可能发生较大波动的风险|（二）重要承诺|（五）申报前 12 个月新增|（五）申报前 12 个月新增股东情况|（八）实际控制人|（八）实际控制人持股比例较低及公司治理风险|（八）本次发行前公司股东中私募投资基金等金融产品备案情况|（六）本次发行前各股东间的关联关系及关联股东的各自|（十五）本次发行相关主体作出的重要承诺|（十四）发行人本次发行上市后的利润分配政策,0,69993,outputs\week1_candidate_texts\STAR002_688775_candidate.txt,success,
影石创新科技股份有限公司,688775,投资者,第六节 财务会计信息与管理层分析,134631,140631,outputs\week1_candidate_texts\STAR002_688775_candidate.txt,success,
影石创新科技股份有限公司,688775,估值,（6）金融工具公允价值的确定方法,143611,149611,outputs\week1_candidate_texts\STAR002_688775_candidate.txt,success,
影石创新科技股份有限公司,688775,出资,（一）报告期主要财务指标,157795,163795,outputs\week1_candidate_texts\STAR002_688775_candidate.txt,success,
影石创新科技股份有限公司,688775,增资,2、其他权益工具投资,193526,199526,outputs\week1_candidate_texts\STAR002_688775_candidate.txt,success,
影石创新科技股份有限公司,688775,投资者,（一）财务报告审计截止日后的主要经营状况,203759,209759,outputs\week1_candidate_texts\STAR002_688775_candidate.txt,success,
影石创新科技股份有限公司,688775,主要股东|出资|历次增资|增资|投资者|持股比例,1、利润分配的原则|2、其他持股 5%以上股东关于避免或减少关联交易的承诺：|2、经常性关联交易|3、实际控制人关于避免或减少关联交易的承诺：|5、对公众|6、利润分配方案的决策机制|7、利润分配方案的实施|一、|一、投资者权益保护情况|四、本次发行完成前滚存利润的分配安排|第九节|（1）关联方资产转让|（2）利润分配政策调整的决策程序|（一）资产完整情况|（三）董事会关于股东回报事宜的专项研究论证情况以及相应的规划安排理由、制定长期回报规划时的主要考虑因素|（三）财务独立情况|（二）人员独立情况|（二）关于避免同业竞争的承诺|（二）控股股东及一致行动人、其他持股 5%以上股东、实际控制人及董事、监事、高级管理人员出具的承诺函|（五）公司与深圳市抹香鲸电子科技有限公司的买卖合同纠纷|（四）上市后三年内利润分配计划的具体内容、制定的依据和可行性|（四）机构独立情况,214800,240838,outputs\week1_candidate_texts\STAR002_688775_candidate.txt,success,
影石创新科技股份有限公司,688775,创业投资|合伙企业|投资者|持股比例|股份锁定|股权结构,1、利润分配的原则|1、发行人填补被摊薄即期回报的措施及承诺|1、发行人实际控制人关于业绩下滑情形的承诺|1、启动的具体条件|1、控股股东及一致行动人关于|1、控股股东及一致行动人关于股份锁定、持股及减持意向的承诺|2、中介机构关于本次发行出具的文件无虚假记载、误导性陈述或重大遗漏的承诺|2、发行人实际控制人一致行动人关于业绩下滑情形的承诺|2、实际控制人关于|2、实际控制人关于依法承担赔偿或赔偿责任的承诺：|2、实际控制人关于股份锁定、持股及减持意向的承诺|3、发行人关于其股东信息披露专项承诺|3、发行人控股股东关于业绩下滑情形的承诺|3、实际控制人配偶、一致行动人潘瑶关于|3、实际控制人配偶、一致行动人潘瑶关于股份锁定、持股及减持意向的承诺|3、征集投票权的相关安排|3、董事、监事、高级管理人员关于依法承担赔偿或赔偿责任的承诺：|4、发行人控股股东一致行动人关于业绩下滑情形的承诺|4、实际控制人控制的公司一二网络关于|4、实际控制人控制的公司一二网络关于股份锁定、持股及减持意向的承诺一二网络承诺：|5、利润分配的决策程序和机制|5、除控股股东及其一致行动人外，持股 5%以上股东关于|5、除控股股东及其一致行动人外，持股 5%以上股东关于股份锁定、持股及减持意向的承诺|6、其他股东关于|6、其他股东关于股份锁定、持股及减持意向的承诺|6、利润分配政策的调整|9、除实际控制人外，直接或间接持有发行人股份的核心技术人员关于|9、除实际控制人外，直接或间接持有发行人股份的核心技术人员关于股份锁定、持股及减持意向的承诺|③董事（不含独立董事）、高级管理人员增持|一、招股说明书附件|二、查阅时间和地点|五、与|四、落实|（1）强化募集资金管理|（6）强化|（6）强化投资者回报机制|（一）|（七）依法承担赔偿或赔偿责任的承诺|（三）未来开展|（三）未来开展投资者关系管理的规划|（九）其他承诺事项|（二）|（二）投资者沟通渠道的建立情况|（五）股东投票机制的建立情况|（五）董事会秘书制度及运行情况|（四）对欺诈发行上市的股份购回承诺|（四）股利分配决策程序,243427,278373,outputs\week1_candidate_texts\STAR002_688775_candidate.txt,success,
影石创新科技股份有限公司,688775,入股|增资|股权结构,1、上海亦我|2、融光光学,281988,285915,outputs\week1_candidate_texts\STAR002_688775_candidate.txt,success,
